userIncorrect,answer3Script,answer1Audio,answer1,answer3,answer2,testDate,isAnswered,testType,id,levelName,directionsAudio,answer3Audio,multiItemID,section,isCorrect,question,userCorrect,questionScript,multiItemQIDs,answer4,test,typeName,questionAudio,type,questionNumber,typeID,levelNumber,multiItem,testNumber,itemAudio,itemScript,correctAnswer,key,answer1Script,directions,sectionNumber,answer4Audio,isMultiItem,answer4Script,level,createdDateTime,sectionName,item,points,answer2Script,userAnswering,answer2Audio
,,,끝내느라고,끝내면 되니까,끝내고 나서,2011-04-17T00:00:00,True,international,56044,Intermediate,,,,31002,True,"(3점)
<div class=""dialogue"">가: 아까 말한 서류는 팩스로 보냈어요?</div>
<div class=""dialogue"">나: 아니요. 이 일을 ( ) 보내려고요.</div>",2,,,끝내기로 하고,22003,INTER 14-18 word in dialogue,,53050,14,53050,2,,22,,,2,56044,,※ [14~18] 다음 ( )에 알맞은 것을 고르십시오.,1,,False,,54037,2011-07-21T17:40:37,Vocabulary and Grammar,,3,,True,
,,,수리하자마자,수리하는 김에,수리하다시피,2011-04-17T00:00:00,True,international,56045,Intermediate,,,,31002,True,"(3점)
<div class=""dialogue"">가: 이거 못 보던 시계인데 새로 샀어요?</div>
<div class=""dialogue"">나: 아니요. 고장 나서 ( ) 시곗줄을 바꾼 거예요.</div>",3,,,수리한 나머지,22003,INTER 14-18 word in dialogue,,53050,17,53050,2,,22,,,3,56045,,※ [14~18] 다음 ( )에 알맞은 것을 고르십시오.,1,,False,,54037,2011-07-21T17:45:26,Vocabulary and Grammar,,3,,True,
1,,,새로 산 바지가 커서 조금 <u>줄였다</u>.,늦게까지 잠을 자고 있는 친구를 <u>깨웠다</u>.,출발하려는 버스를 뛰어가서 <u>세웠다</u>.,2011-04-17T00:00:00,True,international,56046,Intermediate,,,,31002,False,(4점),4,,,손님들이 적게 와서 음식이 많이 <u>남겼다</u>.,22003,INTER 19-23 choose wrong,,57040,20,57040,2,,22,,,4,56046,,※ [19~23] 다음 밑줄 친 부분이 <u>틀린</u> 것을 고르십시오.,1,,False,,54037,2011-07-21T17:58:33,Vocabulary and Grammar,,4,,,
,,,벽에 <u>걸어 놓은</u> 그림이 갑자기 떨어졌다.,5년 동안 함께 <u>일해 온</u> 동료가 회사를 그만두었다.,아까부터 내 옆에 <u>앉고 있던</u> 사람이 말을 걸었다.,2011-04-17T00:00:00,True,international,56047,Intermediate,,,,31002,True,(3점),2,,,첫인상은 무서웠지만 <u>만나 보니</u> 친절한 사람이었다.,22003,INTER 19-23 choose wrong,,57040,21,57040,2,,22,,,2,56047,,※ [19~23] 다음 밑줄 친 부분이 <u>틀린</u> 것을 고르십시오.,1,,False,,54037,2011-07-21T18:04:56,Vocabulary and Grammar,,3,,True,
,,,있을걸,있을 겸,있은들,2011-04-17T00:00:00,True,international,56049,Intermediate,,,,31002,True,"(3점)
<div class=""boxedpart"">
<div class=""dialogue"">가: 휴가철이라서 가는 데마다 사람들로 붐비고 복잡하네요.</div>
<div class=""dialogue"">나: 그러게요. 그냥 집에 <u>있었으면 좋았을 텐데</u> 괜히 나왔나 봐요.</div>
</div>",1,,,있던 탓에,22003,INTER 24-26 switch underlined,,53052,26,53052,2,,22,,,1,56049,,※ [24~26] 다음 밑줄 친 부분과 바꾸어 쓸 수 있는 것을 고르십시오.,1,,False,,54037,2011-07-21T18:15:29,Vocabulary and Grammar,,3,,True,
,,,"<img src=""/topik/t22-l2-p3b-q02-1.png"" />","<img src=""/topik/t22-l2-p3b-q02-3.png"" />","<img src=""/topik/t22-l2-p3b-q02-2.png"" />",2011-04-17T00:00:00,,international,56057,Intermediate,t22-l2-p3b-q01-d,,,36001,,,,"<div class=""dialogue"">남자: 이 양복에 어울리는 구두를 사려고 하는데요.</div>
<div class=""dialogue"">여자: 그 옷에는 이런 게 잘 어울릴 것 같은데요. 
한번 신어 보시겠어요?</div>
<div class=""dialogue"">남자: 이거랑 비슷한 건 있어요. 다른 거로 보여 주세요.</div>",,"<img src=""/topik/t22-l2-p3b-q02-4.png"" />",22003,INTERLIST 1-2 choose pic,t22-l2-p3b-q02,53069,2,53069,2,,22,,,1,56057,,※ [1~2] 다음을 듣고 알맞은 그림을 고르십시오. (각 3점),3,,False,,54037,2011-07-26T17:05:37,Listening,,3,,,
,,,여행 상품 소개,행사 장소 안내,영화 내용 소개,2011-04-17T00:00:00,True,international,56064,Intermediate,,,,40014,True,"<div class=""center""><img src=""/topik/t22-l2-p4b-q33.png"" /></div>",1,,,공연 일시 안내,22003,INTERREAD 31-34 topic,,57063,33,57063,2,,22,,,1,56064,,※ [31~34] 다음은 무엇에 대한 글인지 고르십시오. (각 3점),4,,False,,54037,2011-07-26T19:08:48,Reading,,3,,True,
3,,,보관 방법,제품 소개,사용 설명,2011-04-17T00:00:00,True,international,56065,Intermediate,,,,40014,False,"<div class=""center""><img src=""/topik/t22-l2-p4b-q34.png"" /></div>",1,,,구입 안내,22003,INTERREAD 31-34 topic,,57063,34,57063,2,,22,,,1,56065,,※ [31~34] 다음은 무엇에 대한 글인지 고르십시오. (각 3점),4,,False,,54037,2011-07-26T19:09:58,Reading,,3,,,
,,,인기가 많은,가장 많이 선물하는,맛과 향기가 좋은,2011-04-17T00:00:00,,international,56069,Intermediate,,,,40014,,"(4점)
<div class=""boxedpart""><p class=""indent"">
요즘 와인이 선물로 인기를 많이 얻고 있다. 와인을 선물할 때는 받는 
사람의 취향을 확실히 알고 하는 것이 좋다. 그런데 만약 그 사람의 와인 
취향을 잘 모를 경우에는 ( ) 와인을 선물하면 실패할 확률이 
낮다. 대부분의 남성들은 강한 맛의 와인을 많이 찾고, 여성들은 달콤하거나 
산뜻한 맛의 와인을 좋아하기 때문이다.
</p></div>",,,,성별에 따라 좋아하는,22003,INTERREAD 46-48 fill blank,,53084,46,53084,2,,22,,,4,56069,,※ [46~48] 다음을 읽고 ( )에 알맞은 것을 고르십시오.,4,,False,,54037,2011-07-26T19:32:47,Reading,,4,,,
,,,박 노인은 지금 집에서 쉬는 중이다.,김 경사는 버스를 타기 전에 박 노인을 만났다.,박 노인은 버스를 타고 경찰서로 찾아갔다.,2011-04-17T00:00:00,,international,56070,Intermediate,,,54065,40014,,이 글의 내용과 같은 것을 고르십시오.,,,"[50083L, 56070L]",김 경사는 퇴근 후에 우연히 박 노인을 발견했다.,22003,INTERREAD 49-50,,50082,50,50082,2,54065,22,,,4,56070,,※ [49~50] 다음 글을 읽고 물음에 답하십시오. (각 3점),4,,True,,54037,2011-07-26T19:41:04,Reading,"<p class=""indent"">
충북 인주시의 한 노인이 경찰관의 도움으로 집으로 무사히 돌아갔다. 
김종국 경사는 지난 2월 초 박 노인(92세)이 집을 나간 뒤 돌아오지 않았다는 
가족의 신고를 받고, 두 달여 동안 계속 퇴근 시간 이후에도 충북 인주 
일대를 주의 깊게 살피고 다녔다. 그러던 지난 4월 6일 밤 9시경, 시내 
버스를 타고 퇴근하던 김 경사는 창문 밖에서 박 노인과 비슷한 모습의 
사람을 발견했다. 김 경사는 버스에서 급히 내려 그 사람이 박 노인임을 
확인하고 박 노인을 가족이 사는 집까지 안전하게 모시고 갔다. 한편 박 
노인은 치매 환자로 집을 못 찾아 여기저기를 떠돌아다녔으며, 현재는 건강 
상태가 좋지 않아 병원에 입원한 것으로 전해졌다.
</p>",3,,,
,,,새로운 문화는 생각의 흐름을 바꿔 준다.,세상이 발전하려면 새로운 상상력이 필요하다.,새로운 세상을 만들기 위해서 노력해야 한다.,2011-04-17T00:00:00,,international,56072,Intermediate,,,57068,40014,,이 글의 중심 생각을 고르십시오. (4점),,,"[56072L, 57069L]",과학과 미술을 통해 새로운 세상을 만들 수 있다.,22003,INTERREAD 51-52,,53086,51,53086,2,57068,22,,,3,56072,,※ [51~52] 다음 글을 읽고 물음에 답하십시오.,4,,True,,54037,2011-07-26T19:46:04,Reading,"<p class=""indent"">
괴짜들은 세상을 새롭게 변화시킨다. 괴짜란 평범한 사람과 달리 
( ) 사람이다. 뉴턴은 학생들이 아무도 없는 빈 강의실에서 
혼자 강의를 했고, 앤디 워홀은 40층의 건물에 카메라를 설치해 8시간 
동안 촬영을 했다. 뉴턴은 혼자 하는 강의를 통해 자신의 생각을 완성하여 
과학의 흐름을 바꾸었으며, 앤디 워홀은 아무도 주목하지 않았던 영역을 
예술로 끌어들여 현대미술에 새바람을 불어넣었다. 이들의 새로운 상상력을 
통해 새 시대가 열린 것이다. 그러나 지금 이 시대에는 이런 괴짜들이 
얼마나 있느냐고 물어보고 싶다. 서로 비슷비슷한 상상력 속에 갇혀 있는 
건 아닐까?
</p>",4,,,
,,,부탁,기분,습관,2011-04-17T00:00:00,,international,57032,Intermediate,,,,31002,,어떤 일에서 최고가 되기 위해서는 더 많은 ( )이 필요하다. (3점),,,,노력,22003,INTER 1-5 choose word,,49044,1,49044,2,,22,,,4,57032,,※ [1~5] 다음 ( )에 알맞은 것을 고르십시오.,1,,False,,54037,2011-07-20T22:05:02,Vocabulary and Grammar,,3,,,
,,,당겼다,옮겼다,놓쳤다,2011-04-17T00:00:00,True,international,57034,Intermediate,,,,31002,True,평소보다 햇볕이 강해서 나무 그늘 아래로 자동차를 ( ). (3점),3,,,쫓았다,22003,INTER 1-5 choose word,,49044,3,49044,2,,22,,,3,57034,,※ [1~5] 다음 ( )에 알맞은 것을 고르십시오.,1,,False,,54037,2011-07-20T22:31:08,Vocabulary and Grammar,,3,,True,
,,,평범하게,독특하게,신기하게,2011-04-17T00:00:00,True,international,57035,Intermediate,,,,31002,True,그 기업에서는 외국어를 ( ) 하는 사람을 우선적으로 선발한다. (4점),4,,,유창하게,22003,INTER 1-5 choose word,,49044,5,49044,2,,22,,,4,57035,,※ [1~5] 다음 ( )에 알맞은 것을 고르십시오.,1,,False,,54037,2011-07-20T22:34:04,Vocabulary and Grammar,,4,,True,
,,,구하면,맡기면,아끼면,2011-04-17T00:00:00,True,international,57036,Intermediate,,,,31002,True,아파트에서 동물을 <u>키우면</u> 이웃에게 피해를 줄 수 있다. (3점),4,,,기르면,22003,INTER 6-9 match underline,,53043,7,53043,2,,22,,,4,57036,,※ [6∼9] 다음 밑줄 친 부분과 의미가 비슷한 것을 고르십시오.,1,,False,,54037,2011-07-20T22:38:47,Vocabulary and Grammar,,3,,True,
,,,<u>스트레스야말로</u> 모든 병의 원인이다.,<u>어린아이나마</u> 장난감을 싫어하는 아이는 없다.,수술을 받은 후라서 <u>물조차</u> 마실 수가 없다.,2011-04-17T00:00:00,True,international,57042,Intermediate,,,,31002,True,(4점),3,,,그 사람에게서 <u>편지는커녕</u> 전화 한 통도 안 온다.,22003,INTER 19-23 choose wrong,,57040,22,57040,2,,22,,,3,57042,,※ [19~23] 다음 밑줄 친 부분이 <u>틀린</u> 것을 고르십시오.,1,,False,,54037,2011-07-21T18:06:26,Vocabulary and Grammar,,4,,True,
,,,경력은 몰라도 능력에 있어서는,경력만 본다면 모를까 능력만큼은,경력이 많다 해도 능력을 본다면,2011-04-17T00:00:00,True,international,57045,Intermediate,,,,32007,True,"<div class=""dialogue"">가: 이번 일을 누구한테 맡기면 좋을까요?</div>
<div class=""dialogue"">나: <u>경력으로 보나 능력으로 보나</u> 민준 씨가 
맡는 게 좋을 것 같은데요.</div>",4,,,경력은 물론이고 능력에 있어서도,22003,INTER 35-36 switch sentence part,,49052,36,49052,2,,22,,,4,57045,,※ [35~36] 밑줄 친 부분을 같은 의미로 바꾸어 쓴 것을 고르십시오. (각 4점),2,,False,,54037,2011-07-21T19:30:29,Writing,,4,,True,
,,,음식이 모자랄까 봐 걱정이에요.,그래도 많이 나아져서 다행이네요.,그렇다고 점심을 굶으면 안 되죠.,2011-04-17T00:00:00,True,international,57054,Intermediate,t22-l2-p3b-q03-d,,,36001,True,(3점),4,"<div class=""dialogue"">남자: 얼굴이 안 좋아 보이는데 어디 아파요?</div>
<div class=""dialogue"">여자: (아픈 목소리로) 점심때 음식을 잘못 먹었는지 배가 계속 아파요.</div>
<div class=""dialogue"">남자: _____________________________</div>",,참지 말고 빨리 병원에 가 보세요.,22003,INTERLIST 3-6 connect convo,t22-l2-p3b-q04,51050,4,51050,2,,22,,,4,57054,,※ [3~6] 다음 대화를 잘 듣고 이어질 수 있는 말을 고르십시오.,3,,False,,54037,2011-07-26T17:20:49,Listening,,3,,True,
,,,끝나는 대로 바로 알려 주세요.,미리 예매를 해 둘걸 그랬어요.,영화가 시작된 지 한참 됐어요.,2011-04-17T00:00:00,True,international,57055,Intermediate,t22-l2-p3b-q03-d,,,36001,True,(4점),3,"<div class=""dialogue"">남자: 와, 요즘 이 영화가 인기가 많다더니 극장이 정말 복잡하네요.</div>
<div class=""dialogue"">여자: 정말 그렇네요. 표를 사려면 한참 걸리겠어요.</div>
<div class=""dialogue"">남자: _____________________________</div>",,인기 있는 영화니까 걱정 마세요.,22003,INTERLIST 3-6 connect convo,t22-l2-p3b-q06,51050,6,51050,2,,22,,,3,57055,,※ [3~6] 다음 대화를 잘 듣고 이어질 수 있는 말을 고르십시오.,3,,False,,54037,2011-07-26T17:26:43,Listening,,4,,True,
,,,시내로 들어오려는 차들이 많이 있다.,지금 백화점 근처 도로는 매우 붐빈다.,며칠 전부터 백화점 세일이 시작되었다.,2011-04-17T00:00:00,True,international,57056,Intermediate,t22-l2-p3b-q11-d,,,36001,True,,3,"<div class=""dialogue"">
여자: 교통 정보를 말씀드리겠습니다. 
오늘은 오후 내내 시내 도로 상황이 좋지 않았는데요. 
금요일 퇴근 시간이 되면서 되면서 시내를 빠져나가려는 차들로 곳곳이 더 심하게 
막히고 있습니다. 또한 오늘부터 시내 주요 백화점에서 세일이 시작되어 백화점에서 
나오는 차들로 주변 도로가 많이 복잡합니다. 백화점 근처를 지나가실 분들은 다른 
길로 돌아가시는 것이 좋겠습니다.</div>",,오늘 오후에는 시내 도로 상황이 좋았다.,22003,INTERLIST 11-13 match content,t22-l2-p3b-q12,64005,12,64005,2,,22,,,3,57056,,※ [11~13] 다음을 듣고 내용과 일치하는 것을 고르십시오. (각 4점),3,,False,,54037,2011-07-26T17:52:06,Listening,,4,,True,
,,,백자는 모든 음식에 다 잘 어울린다.,사람들은 한식을 제대로 즐길 줄 모른다.,한식에 어울리는 그릇은 찾기 어렵다.,2011-04-17T00:00:00,True,international,57059,Intermediate,t22-l2-p3b-q21-d,,56062,36001,True,들은 내용으로 맞는 것을 고르십시오.,4,,"[57059L, 51056L]",예전에는 전통 그릇을 찾는 사람이 적었다.,22003,INTERLIST 21-22,,50070,21,50070,2,56062,22,t22-l2-p3b-q21-i,"<div class=""dialogue"">여자: (리포터 분위기로) 
요즘 주부들 사이에서 한국 전통 그릇이 인기를 끌고 있는데요. 
그 이유가 뭐라고 생각하십니까?</div>
<div class=""dialogue"">남자: (약간 할아버지 말투) 
모든 음식은 자기에게 어울리는 그릇에 담아야 맛이 살기 때문이지요. 
예전에는 제가 만든 이 그릇은 (잠깐 쉬고) 찾는 분들이 많지 않았어요. 
그런데 이제 한식을 제대로 즐기려는 사람들이 늘면서 달라졌죠. 
전통 그릇만큼 한식의 맛과 느낌을 잘 살려 주는 그릇은 없으니까요.</div>
<div class=""dialogue"">여자: (수긍한다는 말투로) 
아, 네. (잠깜 쉬고) 
그런데 전통 그릇도 종류가 많은데요. 
선생님은 주로 백자를 만드시나 봐요.</div>
<div class=""dialogue"">남자: 네. 
백자는 색이 깨끗해서 한식의 색을 더 돋보이게 하지요.</div>",4,57059,,※ [21~22] 다음 내용을 듣고 물음에 답하십시오. (각 3점),3,,True,,54037,2011-07-26T18:34:45,Listening,,3,,,
4,,,벽화 마을 사업은 지역 환경과 경제에 도움이 된다.,경제 개발보다 벽화 마을 사업이 먼저 이루어져야 한다.,벽화 마을 사업을 위해 주거 문제부터 해결해야 한다.,2011-04-17T00:00:00,True,international,57061,Intermediate,t22-l2-p3b-q27-d,,51059,36001,False,남자의 생각으로 맞는 것을 고르십시오.,1,,"[57061L, 55073L]",방송을 통해 벽화 마을 사업을 적극적으로 알려야 한다.,22003,INTERLIST 27-28,,51058,27,51058,2,51059,22,t22-l2-p3b-q27-i,"<div class=""dialogue"">남자: (실무 관계자의 공적인 느낌이 들게) 
아시다시피 이번에 우리 인주시에서는 이 지역 일대의 벽에 아름다운 그림을 그려 벽화 마을을 
만드는 사업을 추진 중입니다. 
주거 환경도 개선되고, 사람들이 구경을 많이 오게 되면 지역 경제도 살릴 수 있을 겁니다.</div>
<div class=""dialogue"">여자: 네. 
우리 지역이 발전할 수 있게 된다니 주민의 한 사람으로 반가운 소식입니다. 
그런데 방송에 나와서 유명해진 한 벽화 마을에서는 밤낮없이 찾아오는 사람들 
때문에 결국은 벽화를 지운 거로 알고 있습니다. 
주민들의 사생활도 보호해야 되고, 소음 문제도 해결해야 하는데······. 
이런 것들에 대해 먼저 검토를 해야 되지 않겠습니까?</div>",1,57061,,※ [27~28] 다음 내용을 듣고 물음에 답하십시오. (각 3점),3,,True,,54037,2011-07-26T18:50:16,Listening,,3,,,
,,,이 행사는 방송국에서 열릴 예정이다.,오전 행사로는 시민들이 참여하는 콘서트가 열린다.,에너지 절약을 홍보하기 위해 가수들이 출연한다.,2011-04-17T00:00:00,,international,57065,Intermediate,,,,40014,,"(4점)
<div class=""boxedpart""><p class=""indent"">
4월 27일 수요일 ‘제7회 에너지의 날’을 맞아 서울에서 시민들이 참여하는 
에너지 절약 행사가 열린다. 이 행사는 오전 9시부터 오후 7시까지 시청 
앞 행사장에서 열리며 텔레비전으로도 방송된다. 오전에는 시민들이 직접 
나와 쉽게 실천할 수 있는 에너지 절약 방법을 소개한다. 오후에는 여러 
가수들이 에너지 절약을 주제로 콘서트를 열 예정이다.
</p></div>",,,,전문가들이 행사에 나와 에너지 절약 방법을 알려 준다.,22003,INTERREAD 35-38 match content,,55076,37,55076,2,,22,,,2,57065,,※ [35~38] 다음을 보고 내용이 같은 것을 고르십시오.,4,,False,,54037,2011-07-26T19:16:13,Reading,,4,,,
